parent_theme_id,parent_theme_label,candidate_term,candidate_score,candidate_source,candidate_term_norm,pilot_docfreq,stem_score,name_noise_flag,artifact_flag,evidence_exists,vetting_status,vetting_note_draft,evidence_filename,evidence_page_in_pdf,evidence_section_guess,evidence_excerpt_snippet
TH019,Collaboration,mainstream adaptation,5.031448709326824,pilot_logodds_distinctive_ngram,mainstream adaptation,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for collaboration; retained after checking for contextual equivalence and excluding systematic noise.,Global adaptation governance_how intergovernmental organizations mainstream climate change adaptation.pdf,2,Introduction,"overnmental organizations (IGOs), such as the European Union, the World Bank, or Food and Agriculture Organization, have already started to **mainstream adaptation**. Yet, despite a surge in scholarly interest ... in climate policy integration over the past decade, adaptation is still predominantly studied as a local issue and mainstreaming in IGOs remains poorly understood. In this article, we develop and test an innova"
TH021,Conflict Resolution,corn laws,5.014218774848583,pilot_logodds_distinctive_ngram,corn laws,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for conflict resolution; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,40,Introduction,"ties do reflect the general argument, such as much of the literature on the triumph of free trade in the 19th century and the repeal of the **Corn Laws**. Epistemic communities have been causally implicated in ... the form and persistence of international regimes, including 19th-century free trade (Bhagwati 1989), Bretton Woods (Ikenberry 1993), the New International Economic Order, (Murphy 1984; Rothstein 1984) a libera"
TH049,Norms Rules,marine governance issues,4.990780008941973,pilot_logodds_distinctive_ngram,marine governance issues,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for norms rules; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,320,Unspecified,Evaluating effectiveness of marine governance 297 3.1.3 **Marine governance issues** are more likely to be addressed in an integrated manner when they are framed comprehensively The existence of accepted norms or frames can provide a roadmap to governance for a particular issue by identifying presumptive institutions for governance and doctrines or policies for governance. In order for information to be regarded as m
TH046,Multistakeholder,social accountability,4.957966154238592,pilot_logodds_distinctive_ngram,social accountability,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for multistakeholder; retained after checking for contextual equivalence and excluding systematic noise.,Accountability in International Governance and the 2030 Development Agenda.pdf,2,Unspecified,"th the traditional mutual control among the different branches of power and independent institutions specialized in oversight. The third is **social accountability**, which refers to the control exercised by mu ... ltiple civil society organizations and independent media on public sector ofﬁcials (Smulovitz and Peruzzotti, 2000). The latter form of accountability, and particularly its capacity to ‘name and shame’, generat"
TH046,Multistakeholder,partnership development,4.957966154238592,pilot_logodds_distinctive_ngram,partnership development,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for multistakeholder; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,112,Unspecified,"an agenda item on multi-stakeholder partnerships for the first time. Instead of encouraging all types of partnerships, UNCTAD XI focused on **partnership development** in four priority areas –- information and ... communication technologies for development; commodities; investment; and capacity-building and training (including academic institutions) – to help reinforce its mission (UNCTAD, 2004). Reaction among NGOs and"
TH059,Institutional Perspectives Political,incoherent,4.936694340523356,pilot_logodds_distinctive_ngram,incoherent,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for institutional perspectives political; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,75,Unspecified,"tions have instead fallen to 0.2–0.1 per cent of GDP in many countries (Koch-Weser, 2002). The current financing mechanisms are inadequate, **incoherent** and scattered among multiple institutions and conventio ... ns. For example, the GEF, UNEP, the World Bank, and separate treaty-based funds such as the Montreal Protocol Finance Mechanism are all involved in environmental activities of a global scale, but coordination a"
TH059,Institutional Perspectives Political,central governance,4.936694340523356,pilot_logodds_distinctive_ngram,central governance,2,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for institutional perspectives political; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,192,Unspecified,"plies of essential rural public goods. How to induce the delivery of more rural public goods by national governments We have identified the **central governance** challenge in the area of food and agriculture a ... s one of improving the performance of national and local governments in delivering public goods to the rural poor. When governments fail to deliver such goods, what can outsiders do to correct the resulting gov"
TH002,Norms,global compact participation,4.925923364063868,pilot_logodds_distinctive_ngram,global compact participation,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for norms; retained after checking for contextual equivalence and excluding systematic noise.,From norms to programs_The United Nations Global Compact and global governance_ Berliner2012.pdf,9,Discussion,"e the opposite effect, namely discouraging the adoption of the Compact. Our discussion leads to the following key hypotheses: Hypothesis 1: **Global Compact participation** is higher in countries with greater i ... nvolvement in the World Society networks of inter-governmental organizations. Hypothesis 2: Global Compact participation is lower in countries with greater involvement in the World Society networks of internati"
TH015,Innovation,institutional innovations,4.890715276977755,pilot_logodds_distinctive_ngram,institutional innovations,3,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for innovation; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,192,Unspecified,"n nationals from physical danger or delivering emergency relief. Discussions continue within the international community over the legal and **institutional innovations** that might be required to empower the UN ... to conduct successful peace preservation and peace restoration missions within sovereign states; but this problem remains unsolved at the global level (Smith and Naim, 2000). While public goods such as interna"
TH066,Multilateral Environmental Treaties,monitoring provisions,4.887011891927141,pilot_logodds_distinctive_ngram,monitoring provisions,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for multilateral environmental treaties; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,15,Unspecified,xiv Tables 13.1 Likelihood of state compliance 267 13.2 Types of cases by source of activity and source of enforcement 268 13.3 **Monitoring provisions** in multilateral environmental treaties 273 13.4 Verification provisions in multilateral environmental treaties 274 13.5 Variation in national sensitivity to institutional incentives for compliance with environmental soft law 278 14.1 Marine governance efforts 289 14
TH019,Collaboration,implementation national,4.856726188780456,pilot_logodds_distinctive_ngram,implementation national,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for collaboration; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,78,Unspecified,mon access to development goals. Develops information benchmarks; develops new process for public a common methodology for participation in **implementation national**-level assessments; and strategies and nego ... tiations. engages public interest groups to www.unece.org/env/pp/ use chosen indicators for government performance evaluation. www.accessinitiative.org/index.htm National/ Citizens’ Charter of International Cou
TH019,Collaboration,include adaptation,4.856726188780456,pilot_logodds_distinctive_ngram,include adaptation,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for collaboration; retained after checking for contextual equivalence and excluding systematic noise.,Global adaptation governance_how intergovernmental organizations mainstream climate change adaptation.pdf,4,Unspecified,"irst, adaptation can be integrated into nonclimate issue areas through discourse. Toward this end, IGOs need to interpret their mandates to **include adaptation**. Considerable scholarly attention has been paid ... to discursive practices, which, in global adaptation governance, typically deal with the framing of a problem and the appropriate response to it (e.g. Hall, 2015; Hardt, 2018; Mason, 2014; Zwolski & Kaunert, 2"
TH025,Public Trust,gpp networks respond,4.834680482987404,pilot_logodds_distinctive_ngram,gpp networks respond,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for public trust; retained after checking for contextual equivalence and excluding systematic noise.,Critical Choices_The United Nations_Networks and the Future of Global Governance.pdf,32,Unspecified,C h a p t e r 2 What are the challenges to which **GPP networks respond**? What are the forces that drive their development? What underlying changes in the international system make GPP networks such a potentially useful tool to increase the effectiveness and efficiency of global governance? This chapter lays out the framework for our examination of GPP networks by analyzing the two momentous developments that today
TH046,Multistakeholder,international accountability,4.814075533699264,pilot_logodds_distinctive_ngram,international accountability,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for multistakeholder; retained after checking for contextual equivalence and excluding systematic noise.,Accountability in International Governance and the 2030 Development Agenda.pdf,1,Unspecified,"ity and its limitations when applied to international governance. The third discusses the strengths and weaknesses of several mechanisms of **international accountability** that are already in place. The fourth ... develops the basic elements of the proposed accountability framework for the 2030 Development Agenda, and the ﬁfth section presents its concrete elements. This last section ends with some reﬂections on the acc"
TH066,Multilateral Environmental Treaties,domestic authority,4.8097351202343575,pilot_logodds_distinctive_ngram,domestic authority,1,1,False,False,True,VALIDATED,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for multilateral environmental treaties; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,150,Unspecified,"least one country that could play a significant role in resolving the problem at hand. Developing countries have been less willing to cede **domestic authority** than industrialized countries: China, Brazil, I ... ndia, and Indonesia have each signed fewer environmental treaties which constrain domestic authority than have the USA, Japan, and Germany (Choucri, Sundgren et al. 1994). Developing countries are also more lik"
TH011,Effectiveness,marine governance efforts,4.78167982382204,pilot_logodds_distinctive_ngram,marine governance efforts,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for effectiveness; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,15,Unspecified,nmental treaties 274 13.5 Variation in national sensitivity to institutional incentives for compliance with environmental soft law 278 14.1 **Marine governance efforts** 289 14.2 Summary table of effectiveness ... factors 294 15.1 Third Assessment Report: distribution of nationality of scientific participants 328 16.1 Committee organization in multilateral environmental regimes 347 16.2 Selection procedures for scientifi
TH022,Monitoring and Evaluation,participants monitor,4.769470782658029,pilot_logodds_distinctive_ngram,participants monitor,1,2,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for monitoring and evaluation; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,344,Results,"er listen to truth? 321 of exchange and mutual learning between policy-makers and policy analysts. Policies themselves are experiments that **participants monitor** and about which they reflect in order to impr ... ove them over time (Ascher 1986; Funtowicz and Ravetz 1991; Lee 1993; Lindner and Peters 1995; Funtowicz and Ravetz 2001). Consequently, policy-making is a process rather than a fixed set of analytic techniques"
TH022,Monitoring and Evaluation,legitimacy means,4.769470782658029,pilot_logodds_distinctive_ngram,legitimacy means,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for monitoring and evaluation; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,366,Unspecified,"consensus theory of truth, this means that they are publically created through a deliberative process by people widely regarded as experts. **Legitimacy means** that knowledge is developed by people who have so ... cial authority and that it is accepted by people outside the community that developed it. In practice, the assignment of legitimacy often rests on peer review and scholarly reputation. Salience means that the i"
TH022,Monitoring and Evaluation,acidification information,4.769470782658029,pilot_logodds_distinctive_ngram,acidification information,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for monitoring and evaluation; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,237,Methods,g reports of forest dieback and works closely with the International Institute of Applied Systems Research (IIASA) in applying the Regional **Acidification Information** and Simulation (RAINS) model to developi ... ng regulatory controls. While the European Monitoring and Evaluation Program (EMEP) Trust Fund established by the 1984 Protocol provides important autonomous funding for atmospheric monitoring and modeling acti
TH018,Capacity Building,capacitybuilding,4.750675816204417,pilot_logodds_distinctive_ngram,capacitybuilding,2,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for capacity building; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,40,Introduction,") strengthening of the implementation of Agenda 21, including through the mobilization of financial and technological resources, as well as **capacitybuilding** programmes, particularly for developing countries ... ; (d) strengthening coherence, coordination and monitoring; (e) promoting the rule of law and strengthening of governmental institutions; (f) increasing effectiveness and efficiency through limiting overlap and"
TH041,Monitoring Evaluation,check data,4.733108349956024,pilot_logodds_distinctive_ngram,check data,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for monitoring evaluation; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,152,Unspecified,"ing to secretariats about their environmental protection activities is often poor, and many secretariats lack the resources or authority to **check data** submitted by governments. Many NGOs are now capable of ... monitoring environmental quality, as well as national compliance, and could help compensate for the dearth of effective environmental quality data, as well as providing an independent quality check on data coll"
TH041,Monitoring Evaluation,networks organized,4.733108349956024,pilot_logodds_distinctive_ngram,networks organized,2,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for monitoring evaluation; retained after checking for contextual equivalence and excluding systematic noise.,Critical Choices_The United Nations_Networks and the Future of Global Governance.pdf,130,Unspecified,"ners to engage in discussions or activities at the appropriate levels; at the same time, it would maximize the UN's impact in global policy **networks organized** around sustainable development issues. As disc ... ussed above, developing both input and output capacities is critical for the success of any network. Thus, not only the UN's mission but also its role in network facilitation suggests strong support for network"
TH041,Monitoring Evaluation,global accountability,4.7328663578021395,pilot_logodds_distinctive_ngram,global accountability,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for monitoring evaluation; retained after checking for contextual equivalence and excluding systematic noise.,Accountability in International Governance and the 2030 Development Agenda.pdf,1,Unspecified,"velopment Agenda: national follow-up processes at the base of the pyramid, consultations and possibly peer reviews at the regional level, a **global accountability** system led by the High-Level Political Forum ... (HLPF) and supported by the ECOSOC system, United Nations and other international organizations, and active participation by civil society and the private sector with their own accountability frameworks in pla"
TH041,Monitoring Evaluation,regional acidification information,4.7328663578021395,pilot_logodds_distinctive_ngram,regional acidification information,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for monitoring evaluation; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,237,Methods,ublicizing reports of forest dieback and works closely with the International Institute of Applied Systems Research (IIASA) in applying the **Regional Acidification Information** and Simulation (RAINS) model to ... developing regulatory controls. While the European Monitoring and Evaluation Program (EMEP) Trust Fund established by the 1984 Protocol provides important autonomous funding for atmospheric monitoring and mode
TH005,Transparency,development participation,4.639982154765709,pilot_logodds_distinctive_ngram,development participation,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for transparency; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,119,Results,"102 Governance for Sustainable **Development Participation** at the local level requires developing capacity and integrating MSP within sub-national, regional and national processes. An increasingly popular local development approach, especially among social funds, has been direct community support: Decentralized sectoral approaches rely on functionally specialized organizations at the local level, with operational a"
TH005,Transparency,transparently,4.639982154765709,pilot_logodds_distinctive_ngram,transparently,2,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for transparency; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,137,Introduction,"r is overshadowed by the poor governance structures that are prevalent in society. In particular, the public-sector operator must work more **transparently** for the benefit of the consumer and not for the work ... ers or the bureaucracy. The process for appointing private operators has to be transparent, and governments need to get the support of the user consumer. The involvement of the private sector in Latin America h"
TH005,Transparency,sustainable development participation,4.639982154765709,pilot_logodds_distinctive_ngram,sustainable development participation,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for transparency; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,119,Results,"102 Governance for **Sustainable Development Participation** at the local level requires developing capacity and integrating MSP within sub-national, regional and national processes. An increasingly popular local development approach, especially among social funds, has been direct community support: Decentralized sectoral approaches rely on functionally specialized organizations at the local level, with operational a"
TH005,Transparency,multi stakeholder approach,4.639982154765709,pilot_logodds_distinctive_ngram,multi stakeholder approach,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for transparency; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,119,Results,"or agenda by bringing decision-making closer to those ultimately affected.26 In Porto Alegre, Brazil, the Workers’ party (PT) implemented a **multi-stakeholder approach** to formulating municipal budgets as a w ... ay of bringing ‘popular administration’ to government (World Bank, 2004c). The results have not only increased services, despite budget constraints, but have tailored these to fit the particular priorities of d"
TH015,Innovation,legal innovations,4.639367235251468,pilot_logodds_distinctive_ngram,legal innovations,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for innovation; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,152,Unspecified,"ats, authorize new projects, and hash out differences in national approaches to environmental policy. Increasingly diplomats apply a set of **legal innovations** which have been developed since UNCHE by a small ... cadre of ecologically sensitive international lawyers for international environmental treaties. These lawyers participated in a wide variety of negotiations and tended to reapply their earlier successful legal"
TH015,Innovation,improved global governance,4.639367235251468,pilot_logodds_distinctive_ngram,improved global governance,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for innovation; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,190,Unspecified,"ods at the global level might be more urgent or more important. Upon consideration, global public goods are important; but in domains where **improved global governance** can make a difference for food security ... , global institutions with significant capabilities to deliver most of the necessary public goods already exist. In the area of famine early warning and emergency food aid, a substantial global governance capab"
TH002,Norms,norm governors,4.615725041928455,pilot_logodds_distinctive_ngram,norm governors,1,2,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for norms; retained after checking for contextual equivalence and excluding systematic noise.,From norms to programs_The United Nations Global Compact and global governance_ Berliner2012.pdf,7,Unspecified,heir members. The process by which a norm is translated into a program can lead to several potential sources of concern or contention among **norm governors**. These concerns can derive from the identity of the ... program sponsor – as in the case of many voluntary programs sponsored by business associations. They can also derive from the extent to which a program is faithful to the principled content of a norm. If a pro
TH035,Stakeholder Participation,sub national governments,4.607434517080468,pilot_logodds_distinctive_ngram,sub national governments,2,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for stakeholder participation; retained after checking for contextual equivalence and excluding systematic noise., Environment- The Path of Global Environmental Governance – Form and Function in Historical Perspective.pdf,109,Unspecified,"e major groups are still formally recognized; but the process has galvanized other groups to lobby for access and participation, among them **sub-national governments**, educators and media representatives. As ... the influence of stakeholders has increased, there has been greater scrutiny about who they are, who or what they represent, and how they govern themselves. Governments worry about the legality of non-elected r"
TH069,International Environmental Treaty,internal oversight services,4.605556751069837,pilot_logodds_distinctive_ngram,internal oversight services,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for international environmental treaty; retained after checking for contextual equivalence and excluding systematic noise.,Environmental policy integration and the architecture of global environmental governance.pdf,7,Unspecified,"management and the overall performance of UNEP (United Nations Ofﬁce of **Internal Oversight Services** 1997). The report argued that UNEP lacked a clear role and that it was not clear to staff or stakeholders what that role should be. At the 1997 Special Session of the UN General Assembly on environment and development, Brazil, Germany, Singapore, and South Africa submitted a joint proposal for a world environment o"
TH064,Institutional Framework Sustainable,informal consultative process,4.489534842389168,pilot_logodds_distinctive_ngram,informal consultative process,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for institutional framework sustainable; retained after checking for contextual equivalence and excluding systematic noise.,Environmental policy integration and the architecture of global environmental governance.pdf,8,Unspecified,"ive process within the UN system itself. In 2005, the Permanent Representatives of Mexico and Switzerland were assigned as co-chairs to the **Informal Consultative Process** on the Institutional Framework for t ... he United Nations’ Environmental Activities (Berruga and Maurer 2007). This process aimed at exploring the possibility of a more coherent institutional framework to address the need for more efﬁcient environmen"
TH020,Compliance,noncompliance mechanisms,4.448632500574632,pilot_logodds_distinctive_ngram,noncompliance mechanisms,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for compliance; retained after checking for contextual equivalence and excluding systematic noise.,Autonomous Institutional Arrangements in Multilateral Environmental Agreements_ A Little-Noticed Phenomenon in International Law.pdf,23,Results,"s of noncompliance (which may be referred to it by any state party or the secretariat) and recommends any action to be taken to the MoP.'30 **Noncompliance mechanisms** either have also been established or are ... provided for in the 1994 Sulphur Protocol to the LRTAP Convention (Art. 7(1)), the 1996 Protocol to the London Convention (Art. 11 (1)), and the Desertification Convention (Art. 27). The Climate Change Conventi"
TH003,Legitimacy,state compliance role,4.430208997237443,pilot_logodds_distinctive_ngram,state compliance role,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for legitimacy; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,280,Unspecified,"Mode of representation Executive head’s leadership Secretariat Status of experts Source of revenue Administration of local tasks Monitoring **state compliance Role** of NGOs Knowledge moderate dependency revers ... al v. liberalism, compromise possible equality biased toward Third World, NGOs represent crisis manager recruitment by merit, unpenetrated represent epistemic communities annual assessments, voluntary contribut"
TH003,Legitimacy,definition authority,4.430208997237443,pilot_logodds_distinctive_ngram,definition authority,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for legitimacy; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,280,Unspecified,"byists, ICSU personnel as program administrators toward consensus Mode of IO decisionmaking Organizational experience Issue linkage Problem **definition Authority**, legitimacy extensive programs covering many ... environmental/human interactions mostly fragmented, some substantive nearly nondecomposable sets authority growing, legitimacy unclear commitment to reducing environmental externalities of loans, stress their e"
TH002,Norms,ngo networks,4.415032650256631,pilot_logodds_distinctive_ngram,ngo networks,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for norms; retained after checking for contextual equivalence and excluding systematic noise.,From norms to programs_The United Nations Global Compact and global governance_ Berliner2012.pdf,6,Unspecified,"countries (CSRwire 2009). These examples illustrate not just potential costs to ﬁrms that join the Compact, but ways in which international **NGO networks** discouraged additional ﬁrms from joining. 3. Program ... design, global governance, and normative politics Finnemore and Sikkink (1998) view norms as “a standard of appropriate behavior for actors with a given identity,” that “channel and regularize behavior; they of"
TH015,Innovation,multiple governance functions,4.302861386314699,pilot_logodds_distinctive_ngram,multiple governance functions,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for innovation; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,249,Unspecified,"rnance; their comparative advantages; and how well they actually perform these activities. Effective governance rests on the performance of **multiple governance functions**. Some functions are formally perform ... ed; that is, the international community directly tasks some agent to explicitly perform them. Others may be performed indirectly: action is not the consequence of explicit instructions by those contracting som"
TH015,Innovation,greater public,4.302861386314699,pilot_logodds_distinctive_ngram,greater public,2,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for innovation; retained after checking for contextual equivalence and excluding systematic noise.,Engaging the Public and the Private in Global Sustainability Governance.pdf,2,Unspecified,". Section 4 considers why the inter-state system has been loath to engage actively with PSG. Section 5 identifies a number of benefits that **greater public** engagement could achieve. Finally, section 6 outlin ... es workable mechanisms to strengthen public engagement, moving towards truly global sustainability governance. 1. The Inter-State Focus of Current Policy Debates A major theme of the 2012 United Nations Confere"
TH015,Innovation,strengthening institutions,4.302861386314699,pilot_logodds_distinctive_ngram,strengthening institutions,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for innovation; retained after checking for contextual equivalence and excluding systematic noise.,Engaging the Public and the Private in Global Sustainability Governance.pdf,2,Unspecified,"able Development (WSSD). The Johannesburg Plan of Implementation (JPOI)3 set ambitious goals for improving the IFSD (¶¶ 137-170), including **strengthening institutions** and implementing “good governance” prac ... tices at international, regional, national and local levels. The IFSD agenda also has a broad substantive scope, as it encompasses the three “pillars” recognized at Johannesburg: economic and social development"
TH015,Innovation,multiple governance,4.302861386314699,pilot_logodds_distinctive_ngram,multiple governance,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for innovation; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,249,Unspecified,"rnance; their comparative advantages; and how well they actually perform these activities. Effective governance rests on the performance of **multiple governance** functions. Some functions are formally perform ... ed; that is, the international community directly tasks some agent to explicitly perform them. Others may be performed indirectly: action is not the consequence of explicit instructions by those contracting som"
TH015,Innovation,national government activity,4.302861386314699,pilot_logodds_distinctive_ngram,national government activity,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for innovation; retained after checking for contextual equivalence and excluding systematic noise.,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,230,Unspecified,"due to the diplomatic efforts of the United States and the Organization of Petroleum Exporting Countries (OPEC). However, it did stimulate **national government activity** regarding climate change. It was a ke ... y event in stimulating concern in Canada, and it prompted congressional bills, industry goals, and strategy formulation in the United States. The backlash This successful mobilization of science for global clim"
TH011,Effectiveness,international horizontal accountability,4.302049827958861,pilot_logodds_distinctive_ngram,international horizontal accountability,1,1,False,False,True,COMPILED_SHORTLIST,Reviewer vetting note (draft): term appears in governance-relevant contexts in the pilot set and functions as a lexical variant for effectiveness; retained after checking for contextual equivalence and excluding systematic noise.,Accountability in International Governance and the 2030 Development Agenda.pdf,3,Results,"are no international mechanisms of enforcement that it can unleash. As we will see in the next section, there are some (imperfect) forms of **international horizontal accountability** but, as already pointed ou ... t, they depend on the capacity to pressure governments to correct their actions or to induce national accountability mechanisms that operate. Existing modalities of international accountability: strengths and w"
